nome,cpf,uf,idade,renda_estimada,ticket_credito,situacao,score_faixa,dias_para_vencimento,produtos_ativos,ultimo_produto_adquirido,status_atividade,canal_preferido
Vinicius Moreira,***.242.568-65,PA,29,6020,653.28,adimplente,Alto,187,1,Cartao de debito,ativo,WhatsApp
Roberto Ribeiro,***.696.210-25,SP,57,3600,569.62,adimplente,Medio,64,2,Conta digital,ativo,WhatsApp
Sandra Monteiro,***.926.651-18,RS,44,4510,544.07,restrito,Baixo,0,2,Investimento,ativo,WhatsApp
Mariana Monteiro,***.939.109-41,SP,36,4440,921.52,adimplente,Medio,346,3,Seguro,ativo,App
Leticia Rodrigues,***.254.685-67,GO,68,3470,672.17,adimplente,Alto,231,4,Emprestimo pessoal,ativo,Telefone
Otavio Cavalcanti,***.707.475-24,BA,40,1570,646.17,restrito,Medio,0,1,Conta digital,ativo,WhatsApp
Larissa Araujo,***.736.276-99,ES,44,1310,838.00,restrito,Baixo,0,1,Seguro,inativo,WhatsApp
Paulo Freitas,***.331.760-78,MG,49,6900,591.59,restrito,Baixo,0,2,Investimento,inativo,WhatsApp
Leandro Freitas,***.182.286-29,PE,43,5200,305.34,adimplente,Alto,150,1,Conta digital,inativo,App
Bruno Cavalcanti,***.295.616-75,MG,44,4380,448.60,adimplente,Alto,2,1,Conta digital,inativo,WhatsApp
Rafael Santos,***.426.348-30,RJ,21,3040,1235.01,adimplente,Medio,64,3,Investimento,ativo,WhatsApp
Diego Gomes,***.831.207-49,DF,50,1510,2084.44,adimplente,Alto,78,1,Conta digital,ativo,Agencia
Rodrigo Silva,***.707.464-13,SC,62,2640,780.75,adimplente,Alto,87,1,Cartao de debito,ativo,Agencia
Vinicius Cardoso,***.815.789-36,PR,46,2410,679.43,restrito,Medio,0,1,Emprestimo pessoal,ativo,App
Vinicius Barros,***.736.724-52,BA,35,1330,333.57,adimplente,Alto,63,3,Emprestimo pessoal,inativo,WhatsApp
Aline Santos,***.150.694-23,RJ,19,1710,1116.29,adimplente,Medio,132,3,Emprestimo pessoal,ativo,App
Leticia Souza,***.232.340-43,MG,37,5270,541.08,restrito,Baixo,0,1,Financiamento,ativo,WhatsApp
Gustavo Barros,***.573.183-86,SP,26,4440,423.87,adimplente,Medio,181,2,Emprestimo pessoal,ativo,WhatsApp
Diego Almeida,***.767.175-36,SP,75,2570,562.30,adimplente,Alto,166,3,Cartao de debito,ativo,WhatsApp
Larissa Mendes,***.948.674-77,ES,48,3800,887.57,adimplente,Medio,270,2,Cartao de debito,ativo,App
Paulo Pinto,***.987.723-21,BA,44,12370,1922.43,adimplente,Medio,128,3,Financiamento,ativo,WhatsApp
Antonio Almeida,***.353.423-65,RS,21,3670,467.63,adimplente,Medio,273,2,Emprestimo pessoal,ativo,WhatsApp
Gabriel Gomes,***.363.715-89,MS,43,8420,627.81,adimplente,Medio,260,3,Emprestimo pessoal,ativo,WhatsApp
Eduardo Rocha,***.214.720-60,GO,71,4090,1131.70,adimplente,Medio,293,4,Investimento,ativo,App
Diego Moreira,***.322.597-46,SP,41,2410,429.13,adimplente,Medio,217,4,Cartao de credito,ativo,WhatsApp
Aline Ribeiro,***.138.863-85,RS,43,7320,375.43,adimplente,Medio,166,1,Financiamento,ativo,WhatsApp
Andre Pinto,***.466.766-53,SP,49,1670,211.31,adimplente,Alto,357,4,Emprestimo pessoal,ativo,WhatsApp
Thiago Cavalcanti,***.348.376-19,RS,47,3670,234.26,adimplente,Alto,318,1,Emprestimo pessoal,ativo,Agencia
Leandro Nascimento,***.684.541-15,DF,29,28000,1504.70,adimplente,Medio,126,1,Emprestimo pessoal,ativo,WhatsApp
Marcio Souza,***.611.652-99,MG,49,5850,647.46,adimplente,Medio,75,1,Emprestimo pessoal,ativo,Telefone
Andre Pinto,***.786.719-78,AL,54,4280,894.45,adimplente,Alto,59,1,Cartao de credito,ativo,App
Roberto Ribeiro,***.173.755-68,SP,41,2840,324.80,adimplente,Medio,318,1,Financiamento,ativo,WhatsApp
Juliana Mendes,***.427.933-95,SP,30,5340,465.42,adimplente,Medio,154,1,Seguro,ativo,WhatsApp
Thiago Ribeiro,***.322.652-40,MS,60,4500,723.80,restrito,Medio,0,3,Cartao de debito,ativo,WhatsApp
Andre Oliveira,***.626.557-90,PB,25,4230,1022.48,adimplente,Medio,79,4,Investimento,ativo,App
Lucas Carvalho,***.559.706-56,PR,48,1770,963.85,adimplente,Alto,236,1,Cartao de debito,ativo,WhatsApp
Igor Pinto,***.624.855-15,BA,41,12380,436.36,adimplente,Medio,28,3,Seguro,ativo,App
Gustavo Monteiro,***.705.574-41,MG,38,4870,386.65,restrito,Baixo,0,3,Seguro,ativo,Agencia
Eduardo Ribeiro,***.833.529-81,AC,19,7860,498.29,adimplente,Alto,235,1,Conta digital,ativo,WhatsApp
Gustavo Carvalho,***.452.321-47,DF,52,3430,619.87,adimplente,Medio,144,2,Investimento,ativo,WhatsApp
Renata Cardoso,***.541.210-20,SC,47,4100,1834.57,restrito,Baixo,0,3,Emprestimo pessoal,ativo,App
Leandro Silva,***.334.395-37,MG,45,1950,204.79,adimplente,Alto,73,4,Investimento,inativo,WhatsApp
Gustavo Rodrigues,***.667.804-96,SP,42,7070,821.18,adimplente,Medio,118,1,Cartao de debito,ativo,WhatsApp
Gustavo Ribeiro,***.335.470-28,GO,71,1490,404.43,restrito,Baixo,0,3,Seguro,ativo,WhatsApp
Claudia Lima,***.120.689-87,RS,19,2980,224.15,adimplente,Alto,11,4,Cartao de debito,ativo,WhatsApp
Caio Rocha,***.497.680-54,SP,44,3790,325.73,adimplente,Alto,316,2,Conta digital,ativo,App
Gustavo Cavalcanti,***.621.538-86,MG,43,4210,246.97,adimplente,Medio,224,2,Financiamento,ativo,App
Patricia Correia,***.607.113-13,TO,61,2900,842.79,restrito,Baixo,0,1,Cartao de credito,ativo,WhatsApp
Vanessa Rocha,***.804.740-45,PI,26,1200,381.16,adimplente,Medio,164,3,Cartao de credito,ativo,WhatsApp
Caio Ferreira,***.855.190-96,SP,42,3940,291.37,restrito,Baixo,0,1,Conta digital,ativo,WhatsApp
Renata Martins,***.573.612-80,RN,43,1580,655.26,adimplente,Alto,262,2,Cartao de debito,ativo,WhatsApp
Pedro Rodrigues,***.588.208-19,MG,64,3200,341.35,restrito,Baixo,0,2,Emprestimo pessoal,ativo,WhatsApp
Gustavo Pereira,***.739.719-96,PR,38,5150,1128.83,restrito,Baixo,0,2,Cartao de debito,ativo,Agencia
Camila Barros,***.610.240-87,SP,49,2450,841.37,adimplente,Alto,102,3,Conta digital,ativo,WhatsApp
Renata Rodrigues,***.608.664-98,PR,67,3130,1025.14,restrito,Baixo,0,1,Cartao de credito,ativo,WhatsApp
Sergio Teixeira,***.606.841-33,MG,46,5230,654.33,restrito,Baixo,0,1,Seguro,ativo,WhatsApp
Amanda Ferreira,***.268.980-83,RJ,67,1670,312.44,restrito,Baixo,0,4,Emprestimo pessoal,inativo,App
Renata Carvalho,***.464.259-84,RJ,29,5050,341.70,adimplente,Alto,192,2,Investimento,inativo,Agencia
Larissa Dias,***.624.389-90,CE,65,6110,707.92,restrito,Baixo,0,4,Cartao de credito,ativo,WhatsApp
Aline Barros,***.875.344-91,MG,36,5420,337.40,restrito,Baixo,0,1,Investimento,inativo,WhatsApp
Diego Cavalcanti,***.455.833-10,SP,20,3780,428.89,restrito,Baixo,0,2,Emprestimo pessoal,ativo,WhatsApp
Mariana Lima,***.167.158-72,SP,42,4260,841.44,adimplente,Alto,6,2,Emprestimo pessoal,ativo,WhatsApp
Fabio Souza,***.311.320-86,SP,35,3440,519.60,adimplente,Medio,250,1,Financiamento,ativo,WhatsApp
Bruna Gomes,***.922.616-31,MG,52,1660,645.77,restrito,Baixo,0,4,Investimento,ativo,Agencia
Daniel Cavalcanti,***.304.395-97,MG,38,3630,717.63,adimplente,Alto,123,2,Conta digital,ativo,Agencia
Marcos Ferreira,***.629.627-96,MG,45,5240,540.81,adimplente,Alto,0,4,Cartao de debito,ativo,App
Jose Ferreira,***.728.364-77,SC,43,2450,940.24,adimplente,Alto,31,2,Financiamento,ativo,Telefone
Thiago Castro,***.729.562-69,SP,42,1390,229.55,restrito,Medio,0,1,Conta digital,inativo,WhatsApp
Camila Teixeira,***.633.250-99,MG,26,6590,293.89,adimplente,Medio,229,2,Cartao de debito,inativo,WhatsApp
Vanessa Ribeiro,***.156.376-42,PA,45,3170,1159.84,restrito,Medio,0,2,Seguro,ativo,WhatsApp
Adriana Ferreira,***.808.738-96,SP,34,15460,311.63,adimplente,Alto,193,2,Cartao de credito,ativo,App
Patricia Correia,***.815.203-74,MA,43,5700,651.60,restrito,Baixo,0,2,Cartao de debito,inativo,App
Leticia Ferreira,***.800.765-55,MA,49,3020,357.03,adimplente,Alto,189,4,Conta digital,ativo,App
Daniel Teixeira,***.854.604-45,MG,22,10460,471.41,restrito,Baixo,0,4,Financiamento,ativo,App
Thiago Barbosa,***.948.970-94,BA,48,2510,540.28,restrito,Alto,0,3,Emprestimo pessoal,ativo,App
Felipe Dias,***.502.771-92,GO,32,1970,535.51,adimplente,Medio,218,4,Cartao de debito,inativo,WhatsApp
Rodrigo Almeida,***.854.812-41,PE,33,2710,437.14,adimplente,Alto,44,4,Conta digital,ativo,WhatsApp
Otavio Ribeiro,***.510.258-29,CE,42,5820,797.17,adimplente,Medio,185,2,Seguro,inativo,Telefone
Diego Santos,***.978.719-64,MG,54,4340,1207.82,adimplente,Medio,205,1,Investimento,ativo,WhatsApp
Marcos Ribeiro,***.212.141-41,CE,58,1200,381.25,adimplente,Alto,93,4,Financiamento,inativo,Telefone
Sandra Almeida,***.810.302-52,RJ,62,3080,367.80,adimplente,Alto,73,2,Cartao de debito,ativo,Agencia
Roberto Barros,***.983.654-71,ES,40,2480,375.94,restrito,Baixo,0,2,Cartao de debito,ativo,App
Paulo Lima,***.910.874-45,SP,24,3110,538.50,restrito,Medio,0,2,Seguro,ativo,App
Larissa Pinto,***.429.166-19,SC,20,2210,417.74,adimplente,Alto,231,4,Emprestimo pessoal,inativo,App
Larissa Ribeiro,***.954.797-84,PE,41,3020,440.33,adimplente,Alto,158,2,Cartao de debito,ativo,Telefone
Joao Lima,***.312.139-32,SC,74,4660,334.44,adimplente,Alto,294,1,Emprestimo pessoal,ativo,WhatsApp
Marcio Monteiro,***.966.884-89,DF,46,5260,338.69,adimplente,Medio,254,4,Cartao de debito,ativo,WhatsApp
Lucas Araujo,***.358.643-13,RJ,39,5970,1042.02,adimplente,Alto,255,1,Seguro,ativo,WhatsApp
Jose Monteiro,***.607.338-98,AL,48,3010,475.91,restrito,Medio,0,4,Conta digital,ativo,WhatsApp
Luiz Pinto,***.700.393-22,SE,70,2280,526.17,restrito,Medio,0,3,Investimento,inativo,WhatsApp
Igor Almeida,***.514.376-75,GO,21,4460,249.00,adimplente,Alto,257,1,Investimento,ativo,WhatsApp
Jose Martins,***.967.880-96,MG,23,6750,695.95,adimplente,Baixo,12,2,Seguro,ativo,WhatsApp
Luiz Lima,***.953.569-47,MS,34,1690,633.50,adimplente,Alto,35,3,Emprestimo pessoal,ativo,App
Maria Araujo,***.438.478-59,MG,38,4180,341.34,restrito,Baixo,0,4,Investimento,inativo,Agencia
Mariana Gomes,***.667.263-58,MT,22,2230,583.89,adimplente,Alto,364,1,Investimento,ativo,Agencia
Ana Teixeira,***.580.164-37,MA,28,2590,605.25,adimplente,Medio,110,2,Investimento,ativo,WhatsApp
Beatriz Ribeiro,***.544.673-93,RJ,36,3450,487.05,adimplente,Medio,304,4,Seguro,inativo,WhatsApp
Mariana Lima,***.844.424-90,CE,44,2340,782.28,adimplente,Medio,81,2,Conta digital,ativo,Telefone
Beatriz Ferreira,***.860.119-75,PB,63,9350,1464.13,adimplente,Baixo,348,3,Cartao de credito,ativo,WhatsApp
Mariana Santos,***.349.664-25,PI,39,3780,160.78,restrito,Baixo,0,2,Seguro,inativo,App
Otavio Martins,***.613.191-14,ES,25,4370,1675.69,adimplente,Alto,114,1,Emprestimo pessoal,ativo,App
Rodrigo Silva,***.241.581-76,SP,21,8200,448.85,restrito,Baixo,0,4,Investimento,ativo,WhatsApp
Leticia Barros,***.387.983-45,SP,41,2970,295.90,adimplente,Medio,284,2,Conta digital,ativo,Agencia
Carlos Teixeira,***.973.102-20,SP,35,1380,930.60,adimplente,Alto,365,2,Emprestimo pessoal,ativo,WhatsApp
Maria Teixeira,***.644.328-97,BA,57,9700,598.20,adimplente,Medio,101,1,Seguro,ativo,WhatsApp
Felipe Monteiro,***.982.553-25,BA,33,1440,925.03,adimplente,Medio,115,2,Investimento,ativo,WhatsApp
Mariana Freitas,***.824.789-51,MG,53,9950,828.18,restrito,Baixo,0,4,Cartao de debito,ativo,Agencia
Eduardo Cavalcanti,***.889.617-35,PI,44,5600,1713.69,restrito,Medio,0,4,Cartao de credito,ativo,App
Jose Costa,***.331.936-48,AL,38,3990,604.17,restrito,Baixo,0,2,Financiamento,ativo,App
Adriana Rocha,***.930.838-75,RJ,33,1200,995.49,restrito,Baixo,0,2,Financiamento,ativo,WhatsApp
Gustavo Gomes,***.976.495-84,GO,31,2890,1600.45,adimplente,Medio,52,4,Investimento,ativo,WhatsApp
Wesley Araujo,***.132.664-79,SP,59,5180,807.90,adimplente,Alto,216,2,Seguro,ativo,WhatsApp
Adriana Pereira,***.128.261-60,MG,32,5610,364.05,adimplente,Medio,46,1,Cartao de debito,ativo,WhatsApp
Aline Pereira,***.402.750-88,SP,32,8620,656.48,adimplente,Medio,239,2,Financiamento,ativo,App
Marcio Gomes,***.446.738-34,RR,72,3770,344.30,restrito,Medio,0,1,Conta digital,inativo,WhatsApp
Leticia Costa,***.855.982-70,SE,24,4200,1528.83,adimplente,Baixo,334,1,Seguro,ativo,WhatsApp
Antonio Cavalcanti,***.187.325-77,ES,59,5210,662.75,adimplente,Alto,257,1,Investimento,ativo,App
Camila Barbosa,***.316.760-74,ES,49,3720,674.65,adimplente,Medio,6,3,Emprestimo pessoal,inativo,Agencia
Paulo Santos,***.696.688-31,SP,62,2270,779.33,adimplente,Alto,205,1,Cartao de debito,ativo,WhatsApp
Rafael Pinto,***.823.360-49,BA,41,3490,304.45,restrito,Baixo,0,3,Emprestimo pessoal,ativo,App
Gustavo Freitas,***.349.816-20,RJ,36,4940,342.98,adimplente,Alto,1,2,Cartao de credito,ativo,App
Beatriz Santos,***.850.217-48,MS,63,2900,391.74,adimplente,Medio,336,1,Emprestimo pessoal,ativo,WhatsApp
Pedro Ribeiro,***.919.597-74,SP,46,2490,917.75,adimplente,Medio,71,1,Conta digital,ativo,App
Sabrina Monteiro,***.815.704-66,SC,55,4290,297.28,restrito,Medio,0,4,Cartao de credito,ativo,WhatsApp
Fabio Martins,***.621.412-77,SC,39,1200,1413.61,adimplente,Baixo,258,3,Cartao de debito,ativo,WhatsApp
Aline Rocha,***.212.324-11,PA,41,1360,915.92,adimplente,Medio,53,4,Cartao de debito,inativo,App
Sabrina Pereira,***.419.574-43,DF,28,2130,751.39,restrito,Baixo,0,2,Cartao de debito,ativo,WhatsApp
Rodrigo Ferreira,***.476.844-61,PE,47,2840,409.38,adimplente,Alto,335,1,Cartao de credito,ativo,WhatsApp
Sandra Carvalho,***.996.438-61,SP,56,3420,423.32,adimplente,Baixo,88,4,Financiamento,ativo,Agencia
Maria Costa,***.910.653-41,PR,61,10720,811.45,adimplente,Medio,124,2,Cartao de debito,ativo,WhatsApp
Antonio Nascimento,***.799.833-83,TO,70,3260,1902.81,adimplente,Medio,359,1,Emprestimo pessoal,ativo,Telefone
Gustavo Costa,***.778.598-95,PB,29,3160,711.77,adimplente,Medio,270,3,Cartao de credito,ativo,WhatsApp
Leandro Lima,***.865.553-21,MG,44,1500,1077.12,restrito,Baixo,0,4,Conta digital,ativo,Telefone
Bruno Dias,***.703.496-57,SP,32,3620,1048.34,adimplente,Medio,154,1,Cartao de debito,ativo,WhatsApp
Vinicius Barbosa,***.331.807-44,BA,66,1990,525.00,adimplente,Medio,138,2,Cartao de debito,ativo,WhatsApp
Andre Costa,***.160.323-91,SP,69,6190,704.64,adimplente,Medio,135,2,Conta digital,ativo,WhatsApp
Mariana Martins,***.472.791-10,SP,31,3140,249.28,adimplente,Medio,306,1,Financiamento,inativo,WhatsApp
Caio Souza,***.783.583-92,RJ,67,4880,417.26,restrito,Medio,0,1,Emprestimo pessoal,ativo,App
Aline Monteiro,***.328.363-10,RJ,70,2540,675.47,restrito,Medio,0,3,Conta digital,ativo,WhatsApp
Juliana Oliveira,***.264.676-46,MG,31,1980,1361.88,restrito,Alto,0,1,Seguro,inativo,Agencia
Gabriel Silva,***.528.751-27,MA,65,1630,813.20,adimplente,Medio,2,3,Seguro,ativo,Agencia
Lucas Souza,***.200.754-80,BA,46,1200,499.68,adimplente,Medio,4,3,Conta digital,ativo,WhatsApp
Amanda Dias,***.530.721-18,PA,70,4370,502.17,restrito,Baixo,0,2,Cartao de debito,ativo,Telefone
Thiago Dias,***.813.283-24,RS,61,3010,534.02,adimplente,Alto,13,1,Seguro,ativo,App
Pedro Freitas,***.512.159-45,BA,40,10980,505.24,restrito,Baixo,0,2,Investimento,inativo,App
Renata Almeida,***.519.193-96,MG,43,1200,2187.61,adimplente,Medio,294,2,Conta digital,ativo,WhatsApp
Otavio Barbosa,***.201.852-73,RJ,43,2380,465.05,adimplente,Alto,58,4,Emprestimo pessoal,ativo,Telefone
Rafael Freitas,***.939.446-43,PE,50,6440,644.07,adimplente,Medio,105,2,Investimento,ativo,App
Mariana Dias,***.817.518-93,SP,73,1980,625.52,adimplente,Medio,191,2,Seguro,ativo,WhatsApp
Sabrina Monteiro,***.703.581-21,RJ,34,5600,652.30,adimplente,Medio,201,1,Investimento,ativo,Agencia
Antonio Castro,***.340.716-98,RS,56,1620,748.92,adimplente,Medio,330,2,Emprestimo pessoal,ativo,WhatsApp
Leandro Silva,***.224.463-61,CE,29,4540,1548.39,restrito,Baixo,0,1,Seguro,ativo,WhatsApp
Sandra Cardoso,***.831.496-70,MG,25,4460,301.02,restrito,Baixo,0,1,Conta digital,ativo,App
Maria Correia,***.927.801-55,TO,24,1530,453.01,adimplente,Medio,57,3,Conta digital,ativo,App
Joao Lima,***.681.936-22,MA,48,9740,454.63,adimplente,Medio,327,1,Investimento,ativo,WhatsApp
Marcos Pinto,***.858.631-83,GO,60,3530,953.10,restrito,Baixo,0,1,Cartao de debito,ativo,Telefone
Amanda Cavalcanti,***.524.102-62,RJ,37,1650,1312.31,restrito,Baixo,0,1,Seguro,ativo,WhatsApp
Rodrigo Ribeiro,***.210.149-86,SP,69,2320,682.72,adimplente,Medio,286,3,Cartao de credito,ativo,WhatsApp
Mariana Dias,***.145.496-27,RS,36,2490,478.11,adimplente,Medio,245,3,Conta digital,ativo,WhatsApp
Daniel Dias,***.524.697-14,RJ,39,2880,412.17,adimplente,Alto,51,3,Cartao de debito,ativo,WhatsApp
Fabio Gomes,***.751.706-71,MG,73,2180,304.38,adimplente,Alto,296,1,Investimento,ativo,WhatsApp
Jose Barros,***.239.599-59,ES,40,3120,513.03,restrito,Baixo,0,2,Investimento,ativo,Agencia
Bruno Barros,***.491.480-69,BA,43,4820,899.03,adimplente,Medio,24,2,Cartao de debito,ativo,WhatsApp
Aline Costa,***.784.935-50,SP,20,4470,614.65,restrito,Baixo,0,2,Conta digital,ativo,WhatsApp
Aline Teixeira,***.597.730-23,RJ,40,3190,954.16,adimplente,Alto,153,2,Cartao de credito,ativo,App
Roberto Freitas,***.441.220-86,MT,44,4050,558.87,adimplente,Medio,266,1,Emprestimo pessoal,ativo,App
Francisco Silva,***.700.435-86,SP,43,3690,913.70,restrito,Baixo,0,1,Seguro,ativo,Telefone
Felipe Araujo,***.531.342-21,RJ,31,4330,519.79,adimplente,Baixo,209,1,Financiamento,ativo,Agencia
Patricia Santos,***.634.935-88,PA,23,4960,404.38,restrito,Baixo,0,3,Financiamento,ativo,WhatsApp
Adriana Ribeiro,***.408.526-43,PE,42,2360,882.14,adimplente,Baixo,186,1,Seguro,ativo,Agencia
Francisco Cardoso,***.341.663-81,BA,36,3220,667.40,adimplente,Alto,333,1,Cartao de debito,ativo,WhatsApp
Roberto Souza,***.124.808-78,SP,36,2560,548.80,adimplente,Medio,38,1,Financiamento,ativo,WhatsApp
Larissa Costa,***.991.272-89,SP,70,6620,1044.03,adimplente,Medio,38,2,Emprestimo pessoal,inativo,App
Maria Correia,***.999.334-41,SC,30,2740,485.66,adimplente,Medio,111,2,Conta digital,ativo,WhatsApp
Vanessa Mendes,***.594.219-12,SP,59,3220,187.68,adimplente,Medio,4,2,Financiamento,ativo,WhatsApp
Juliana Mendes,***.780.154-58,RJ,48,3160,822.69,adimplente,Alto,188,1,Cartao de debito,ativo,WhatsApp
Beatriz Gomes,***.715.598-71,SP,46,4360,1427.07,adimplente,Alto,123,2,Conta digital,ativo,WhatsApp
Vanessa Oliveira,***.880.287-96,AC,75,8280,610.47,restrito,Baixo,0,4,Conta digital,ativo,WhatsApp
Caio Carvalho,***.253.981-70,SC,29,3050,711.76,adimplente,Alto,94,3,Cartao de debito,ativo,Agencia
Juliana Lima,***.389.289-61,MG,33,3460,172.11,restrito,Baixo,0,1,Emprestimo pessoal,ativo,WhatsApp
Patricia Cavalcanti,***.432.702-26,SC,46,5670,709.07,restrito,Baixo,0,1,Emprestimo pessoal,ativo,Telefone
Marcio Ribeiro,***.893.492-36,SP,41,4330,456.28,restrito,Medio,0,4,Seguro,ativo,WhatsApp
Larissa Dias,***.487.343-22,MG,60,6680,966.59,adimplente,Medio,192,1,Cartao de credito,ativo,Agencia
Rafael Lima,***.691.902-83,CE,37,1970,420.10,adimplente,Alto,303,2,Cartao de credito,ativo,App
Bruna Rocha,***.915.826-59,ES,49,2000,601.07,adimplente,Alto,333,2,Financiamento,ativo,Agencia
Camila Monteiro,***.953.954-57,RJ,72,1390,750.87,adimplente,Alto,212,2,Financiamento,ativo,WhatsApp
Amanda Ribeiro,***.594.554-51,MG,38,5900,445.16,restrito,Baixo,0,4,Emprestimo pessoal,ativo,WhatsApp
Daniel Castro,***.971.188-75,PA,34,1450,375.45,adimplente,Alto,342,2,Conta digital,ativo,WhatsApp
Wesley Souza,***.621.756-65,SC,30,3430,907.30,adimplente,Alto,250,3,Cartao de debito,ativo,WhatsApp
Bruna Pinto,***.689.424-54,MG,43,2170,510.97,adimplente,Medio,314,2,Cartao de credito,ativo,Telefone
Lucas Mendes,***.141.339-67,PE,49,6860,673.72,adimplente,Alto,55,2,Cartao de credito,ativo,Telefone
Sabrina Dias,***.297.256-68,SP,34,1960,361.70,adimplente,Medio,79,2,Seguro,ativo,App
Sergio Oliveira,***.762.905-31,AL,52,1340,705.16,restrito,Medio,0,1,Investimento,ativo,WhatsApp
Jose Moreira,***.606.734-66,RJ,18,1990,950.92,adimplente,Medio,269,3,Seguro,inativo,Telefone
Renata Pinto,***.316.621-24,GO,35,3070,586.58,adimplente,Baixo,92,4,Conta digital,ativo,WhatsApp
Jose Dias,***.419.689-35,SP,45,5900,210.59,adimplente,Medio,157,1,Investimento,inativo,App
Camila Correia,***.998.642-36,MG,46,2740,409.23,adimplente,Medio,100,3,Investimento,ativo,App
Fernanda Castro,***.498.366-58,SP,26,3620,282.48,restrito,Baixo,0,1,Cartao de debito,ativo,Telefone
Juliana Teixeira,***.615.376-30,SP,65,6460,541.69,adimplente,Medio,188,1,Conta digital,ativo,Agencia
Paulo Martins,***.199.962-61,AP,49,1880,519.32,restrito,Medio,0,2,Cartao de credito,ativo,WhatsApp
Jose Lima,***.349.516-95,SP,31,2970,573.21,restrito,Baixo,0,1,Cartao de credito,ativo,WhatsApp
Paulo Correia,***.901.843-87,SC,24,5640,486.33,adimplente,Medio,24,4,Investimento,ativo,App
Fabio Moreira,***.949.730-13,BA,31,2460,991.55,restrito,Medio,0,1,Financiamento,ativo,Telefone
Diego Barros,***.376.163-54,DF,41,3720,425.40,adimplente,Medio,218,3,Cartao de debito,inativo,App
Felipe Monteiro,***.452.708-80,BA,41,6690,597.14,adimplente,Medio,277,3,Seguro,ativo,App
Fabio Dias,***.994.143-41,BA,49,3770,621.66,adimplente,Alto,146,3,Financiamento,ativo,WhatsApp
Thiago Martins,***.527.441-93,RJ,35,2120,1160.41,adimplente,Medio,72,3,Cartao de credito,ativo,WhatsApp
Caio Barbosa,***.655.319-72,MS,47,4420,287.89,adimplente,Medio,319,2,Cartao de debito,ativo,WhatsApp
Roberto Rodrigues,***.543.598-71,SP,48,1310,959.21,restrito,Baixo,0,2,Cartao de debito,ativo,App
Bruna Monteiro,***.302.800-75,SP,34,2220,378.62,adimplente,Medio,230,2,Conta digital,inativo,Agencia
Sabrina Moreira,***.261.528-74,SP,52,3800,1331.84,adimplente,Medio,325,2,Cartao de debito,ativo,App
Daniel Silva,***.914.783-43,BA,42,2170,933.35,adimplente,Alto,328,2,Financiamento,ativo,WhatsApp
Diego Lima,***.310.407-92,SP,75,1990,275.62,adimplente,Medio,139,1,Cartao de credito,ativo,WhatsApp
Paulo Rodrigues,***.697.636-68,RS,65,7040,1174.61,adimplente,Alto,333,2,Cartao de credito,ativo,App
Marcos Nascimento,***.711.885-47,BA,36,1620,1282.82,adimplente,Medio,15,4,Seguro,inativo,WhatsApp
Francisco Lima,***.134.198-25,RO,50,10980,368.20,adimplente,Alto,8,3,Seguro,ativo,WhatsApp
Larissa Oliveira,***.817.100-49,RJ,46,2210,456.68,restrito,Medio,0,4,Financiamento,ativo,WhatsApp
Marcos Silva,***.701.140-70,SE,33,5170,893.45,restrito,Baixo,0,4,Financiamento,ativo,Telefone
Fabio Cardoso,***.580.680-37,PE,46,4830,390.07,adimplente,Alto,272,1,Emprestimo pessoal,ativo,WhatsApp
Sandra Costa,***.225.879-63,PR,48,2280,423.54,adimplente,Medio,33,1,Investimento,ativo,WhatsApp
Rafael Barbosa,***.370.988-24,MG,20,3500,343.19,adimplente,Medio,243,1,Cartao de debito,ativo,WhatsApp
Igor Cavalcanti,***.676.274-84,RJ,30,1730,900.60,adimplente,Alto,271,2,Cartao de credito,ativo,WhatsApp
Adriana Pinto,***.367.441-91,MG,41,1780,454.29,adimplente,Alto,44,3,Financiamento,ativo,Telefone
Joao Cavalcanti,***.614.756-38,AP,39,3850,587.78,restrito,Baixo,0,3,Cartao de debito,ativo,WhatsApp
Marcio Monteiro,***.138.483-54,PA,45,4930,1220.58,adimplente,Baixo,319,1,Cartao de debito,ativo,App
Marcio Silva,***.445.139-67,SP,18,2070,829.72,restrito,Baixo,0,2,Investimento,ativo,App
Daniel Pereira,***.979.831-28,GO,59,7170,421.08,adimplente,Alto,308,1,Cartao de debito,ativo,App
Carlos Cardoso,***.974.154-56,BA,44,1520,916.93,adimplente,Medio,60,1,Cartao de debito,ativo,WhatsApp
Marcio Gomes,***.441.604-83,RS,41,1280,905.74,adimplente,Alto,96,2,Cartao de credito,ativo,App
Caio Ferreira,***.287.792-24,RO,36,4480,387.67,adimplente,Medio,110,2,Financiamento,ativo,WhatsApp
Gabriel Correia,***.778.541-11,RN,48,1630,462.71,adimplente,Alto,354,2,Cartao de credito,ativo,App
Leandro Costa,***.402.638-11,RJ,38,5490,380.60,adimplente,Medio,41,2,Seguro,ativo,Agencia
Fabio Ribeiro,***.563.824-35,CE,41,3270,513.82,adimplente,Baixo,18,2,Investimento,ativo,Agencia
Marcio Costa,***.157.704-12,SP,18,1410,581.63,adimplente,Baixo,100,3,Financiamento,ativo,Telefone
Caio Martins,***.492.362-26,GO,68,2910,598.52,adimplente,Medio,43,3,Cartao de credito,inativo,WhatsApp
Lucas Pinto,***.592.681-20,PB,73,6010,913.85,adimplente,Alto,29,2,Cartao de credito,ativo,WhatsApp
